line_type,violation_id_raw,violation_type_raw,case_status_raw,project_raw,district_raw,address_raw,parcel_number_raw,assigned_to_raw,opened_date_raw,closed_date_raw,compliance_date_raw,resolved_date_raw,fee_total_raw,violation_code_raw,violation_text_raw,narrative_raw,primary_status_raw,raw_violation_status,chunk_id,source_file
case_header,CODE-2024-00094,Municipal Code Closed - R1D Enforcement Resolved Description: Vegetation growing over sidewalk. Will contact owner.,Municipal Code Closed - R1D Enforcement Resolved Description: Vegetation growing over sidewalk. Will contact owner.,Municipal Code Closed - R1D Enforcement Resolved Description: Vegetation growing over sidewalk. Will contact owner.,Municipal Code Closed - R1D Enforcement Resolved Description: Vegetation growing over sidewalk. Will contact owner.,"1545 NE 4Th Ave, Boca Raton, FL 33432 064347202300401 50","1545 NE 4Th Ave, Boca Raton, FL 33432 064347202300401 50",Steven Singer,01/16/2024,01/22/2024,Municipal Code Closed - R1D Enforcement Resolved Description: Vegetation growing over sidewalk. Will contact owner.,"1545 NE 4Th Ave, Boca Raton, FL 33432 064347202300401 50","1545 NE 4Th Ave, Boca Raton, FL 33432 064347202300401 50",,,,Municipal Code Closed - R1D Enforcement Resolved Description: Vegetation growing over sidewalk. Will contact owner.,,43,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00095,Municipal Code Enforcement SEC. 28-1507(2),Closed - Resolved In Violation,01/22/2024,R1D 01/23/2024,"470 NE 25Th Ter, Boca Raton, FL 33431",064347170400400 60 $0.00,Austin Mann,01/16/2024,02/07/2024,R1D 01/23/2024,"470 NE 25Th Ter, Boca Raton, FL 33431",064347170400400 60 $0.00,,,,Closed - Resolved In Violation,,43,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00096,Municipal Code Enforcement,Closed - Resolved,,R1D,"1945 N Conference Dr, Boca Raton, FL 33486",064247230300200 60,Juan Hernandez,01/17/2024,02/06/2024,,,,,,,Closed - Resolved,,49,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
violation_item,CODE-2024-00096,,,,,"1945 N Conference Dr, Boca Raton, FL 33486",064247230300200 60,Juan Hernandez,01/17/2024,02/06/2024,,,,IPMC 303.1,-,,Closed - Resolved,In Violation,49,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
violation_item,CODE-2024-00096,,,,,"1945 N Conference Dr, Boca Raton, FL 33486",064247230300200 60,Juan Hernandez,01/17/2024,02/06/2024,,,,,SWIMMING POOL,,Closed - Resolved,,49,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
violation_item,CODE-2024-00096,,,,,"1945 N Conference Dr, Boca Raton, FL 33486",064247230300200 60,Juan Hernandez,01/17/2024,02/06/2024,,,,IPMC 303.2,-,,Closed - Resolved,In Violation,49,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
violation_item,CODE-2024-00096,,,,,"1945 N Conference Dr, Boca Raton, FL 33486",064247230300200 60,Juan Hernandez,01/17/2024,02/06/2024,,,,,ENCLOSURES -,,Closed - Resolved,,49,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
violation_item,CODE-2024-00096,,,,,"1945 N Conference Dr, Boca Raton, FL 33486",064247230300200 60,Juan Hernandez,01/17/2024,02/06/2024,,,,,SWIMMING POOLS,,Closed - Resolved,,49,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
narrative,CODE-2024-00096,,,,,"1945 N Conference Dr, Boca Raton, FL 33486",064247230300200 60,Juan Hernandez,01/17/2024,02/06/2024,,,,,,While on routine patrol I observed a pool with no enclosure as required by code.,Closed - Resolved,,49,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00097,Municipal Code,Closed -,,R1A,"1000 Spanish River Rd, 2F, 064347295900200","1000 Spanish River Rd, 2F, 064347295900200",Scott Newman,01/17/2024,01/23/2024,,,,,,,Closed -,,49,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
violation_item,CODE-2024-00097,,,,,"1000 Spanish River Rd, 2F, 064347295900200","1000 Spanish River Rd, 2F, 064347295900200",Scott Newman,01/17/2024,01/23/2024,,,,SEC. 10,-55,,Closed -,In Violation,49,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
narrative,CODE-2024-00097,,,,,"1000 Spanish River Rd, 2F, 064347295900200","1000 Spanish River Rd, 2F, 064347295900200",Scott Newman,01/17/2024,01/23/2024,,,,,,Inspection revealed: Property in compliance.,Closed -,,49,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00099,Municipal Code,Closed-,,RE1,"2554 Coco Plum Blvd, 603, 064247031700060","2554 Coco Plum Blvd, 603, 064247031700060",William Buckley,01/17/2024,06/28/2024,,,,,,,Closed-,,49,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
violation_item,CODE-2024-00099,,,,,"2554 Coco Plum Blvd, 603, 064247031700060","2554 Coco Plum Blvd, 603, 064247031700060",William Buckley,01/17/2024,06/28/2024,,,,SEC. 19,-6-SEC.,,Closed-,In Violation,49,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
violation_item,CODE-2024-00099,,,,,"2554 Coco Plum Blvd, 603, 064247031700060","2554 Coco Plum Blvd, 603, 064247031700060",William Buckley,01/17/2024,06/28/2024,,,,105.1,RESIDENTIAL,,Closed-,,49,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
violation_item,CODE-2024-00099,,,,,"2554 Coco Plum Blvd, 603, 064247031700060","2554 Coco Plum Blvd, 603, 064247031700060",William Buckley,01/17/2024,06/28/2024,,,,,CONSTRUCTION,,Closed-,,49,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
narrative,CODE-2024-00099,,,,,"2554 Coco Plum Blvd, 603, 064247031700060","2554 Coco Plum Blvd, 603, 064247031700060",William Buckley,01/17/2024,06/28/2024,,,,,,work without permit leading to damage to condo down stairs,Closed-,,49,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00100,Municipal Code,Closed -,,R3C,"1299 S Ocean Blvd, CA",064347323300400,Deiner Lobo,01/17/2024,01/18/2024,,,,,,,Closed -,,49,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
narrative,CODE-2024-00100,,,,,"1299 S Ocean Blvd, CA",064347323300400,Deiner Lobo,01/17/2024,01/18/2024,,,,,,Citizen Complaint: Building L has not electricity and would like to get an update.,Closed -,,49,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
violation_item,CODE-2024-00100,,,,,"1299 S Ocean Blvd, CA",064347323300400,Deiner Lobo,01/17/2024,01/18/2024,,,,Complainant:,Joe Asin - 561-789-3977 - 1299 S Ocean Blvd (L),,Closed -,Complainant: Joe Asin - 561-789-3977 - 1299 S Ocean Blvd (L),49,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00101,Municipal Code,Closed-,,DDRI,"197 S Federal Hwy, Boca 064347290600100","197 S Federal Hwy, Boca 064347290600100",Keith Benoit,01/18/2024,03/12/2024,,,,,,,Closed-,,49,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
violation_item,CODE-2024-00101,,,,,"197 S Federal Hwy, Boca 064347290600100","197 S Federal Hwy, Boca 064347290600100",Keith Benoit,01/18/2024,03/12/2024,,,,Description:,"Email received from Greg Miller (tcit1970@gmail.com) ""In addition the dead palm tree at Citibank on Federal highway which I really reported and you indicated there was an open tag on it I realized I had also reported that one about 6 months ago so",,Closed-,"Description: Email received from Greg Miller (tcit1970@gmail.com) ""In addition the dead palm tree at Citibank on Federal highway which I really reported and you indicated there was an open tag on it I realized I had also reported that one about 6 months ago so",49,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
violation_item,CODE-2024-00101,,,,,"197 S Federal Hwy, Boca 064347290600100","197 S Federal Hwy, Boca 064347290600100",Keith Benoit,01/18/2024,03/12/2024,,,,Description:,"Email received from Greg Miller (tcit1970@gmail.com) ""In addition the dead palm tree at Citibank on Federal highway which I really reported and you indicated there was an open tag on it I realized I had also reported that one about 6 months ago so",,Closed-,"Description: Email received from Greg Miller (tcit1970@gmail.com) ""In addition the dead palm tree at Citibank on Federal highway which I really reported and you indicated there was an open tag on it I realized I had also reported that one about 6 months ago so",49,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00103,Municipal Code,Closed-,,DDRI,"600 E Palmetto Park Rd, 064347280304200","600 E Palmetto Park Rd, 064347280304200",Keith Benoit,01/18/2024,02/02/2024,,,,,,,Closed-,,49,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
narrative,CODE-2024-00103,,,,,"600 E Palmetto Park Rd, 064347280304200","600 E Palmetto Park Rd, 064347280304200",Keith Benoit,01/18/2024,02/02/2024,,,,,,Jet Ski rental business being conducted at city boat ramp.,Closed-,,49,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00104,Municipal Code,Closed -,,PT,"5555 N Dixie Hwy, Boc",064347050100401,Therese Smyack,01/18/2024,01/24/2024,,,,,,,Closed -,,49,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
narrative,CODE-2024-00104,,,,,"5555 N Dixie Hwy, Boc",064347050100401,Therese Smyack,01/18/2024,01/24/2024,,,,,,Target inspection. Vegetation excessive and litter / debris scattered about parcel.,Closed -,,49,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00105,Municipal Code,Closed -,,R1D,"640 NW 15Th Ave, Boca 064247240301802","640 NW 15Th Ave, Boca 064247240301802",Derek Corcoran,01/18/2024,02/02/2024,,,,,,,Closed -,,49,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
narrative,CODE-2024-00105,,,,,"640 NW 15Th Ave, Boca 064247240301802","640 NW 15Th Ave, Boca 064247240301802",Derek Corcoran,01/18/2024,02/02/2024,,,,,,"Per online submitter: ""The grass at this house is overgrowing into the street. The yard is not maintained at all.""",Closed -,,49,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
violation_item,CODE-2024-00105,,,,,"640 NW 15Th Ave, Boca 064247240301802","640 NW 15Th Ave, Boca 064247240301802",Derek Corcoran,01/18/2024,02/02/2024,,,,Submitter:,richard brownlee 584 northwest 15th court,,Closed -,Submitter: richard brownlee 584 northwest 15th court,49,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
violation_item,CODE-2024-00105,,,,,"640 NW 15Th Ave, Boca 064247240301802","640 NW 15Th Ave, Boca 064247240301802",Derek Corcoran,01/18/2024,02/02/2024,,,,SeeClickFix,#15895034 created: 01/17/2024 4:27 PM,,Closed -,SeeClickFix #15895034 created: 01/17/2024 4:27 PM,49,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00106,Municipal Code,Closed -,,PT,"5701 N Dixie Hwy, Boca",064347050100300,Therese Smyack,01/18/2024,03/05/2024,,,,,,,Closed -,,49,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
narrative,CODE-2024-00106,,,,,"5701 N Dixie Hwy, Boca",064347050100300,Therese Smyack,01/18/2024,03/05/2024,,,,,,Target inspection. Veg is excessive. Debris and litter scattered throughout the parcel.,Closed -,,49,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00107,Municipal Code,Closed-,,RB1,"6830 N Federal Hwy, Boca 064346321201500","6830 N Federal Hwy, Boca 064346321201500",Therese Smyack,01/18/2024,01/23/2024,,,,,,,Closed-,,49,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
narrative,CODE-2024-00107,,,,,"6830 N Federal Hwy, Boca 064346321201500","6830 N Federal Hwy, Boca 064346321201500",Therese Smyack,01/18/2024,01/23/2024,,,,,,Snipe sign placed on swale advertising for Sports museum.,Closed-,,49,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00108,Municipal Code Closed - Enforcement Resolved Description: Snipe sign advertising for sports immortal.,Municipal Code Closed - Enforcement Resolved Description: Snipe sign advertising for sports immortal.,Municipal Code Closed - Enforcement Resolved Description: Snipe sign advertising for sports immortal.,RB1,"6830 N Federal Hwy, Boca Raton, FL 33487",064346321201500 40,Therese Smyack,01/18/2024,01/23/2024,,,,,,,Municipal Code Closed - Enforcement Resolved Description: Snipe sign advertising for sports immortal.,,54,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00110,Municipal Code Enforcement Description: Sign,Closed - Resolved on fence advertising boat storage.,Closed - Resolved on fence advertising boat storage.,B4,"7200 N Dixie Hwy, Boca Raton, FL 33487",064346321200500 40,Therese Smyack,01/18/2024,01/22/2024,,,,,,,Closed - Resolved on fence advertising boat storage.,,54,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00111,Municipal Code Enforcement,Closed - Resolved,,PT,,064247360102900 10,Colleen O'Connell-Rodriguez,01/18/2024,06/14/2024,,,,,,,Closed - Resolved,,54,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
violation_item,CODE-2024-00111,,,,,,064247360102900 10,Colleen O'Connell-Rodriguez,01/18/2024,06/14/2024,,,,Description:,"Per Dewain Akerblom 561.334.9827 from Streets, vegetation waste dumped on SW 16th St at I-95 Wall and near 21st LN",,Closed - Resolved,"Description: Per Dewain Akerblom 561.334.9827 from Streets, vegetation waste dumped on SW 16th St at I-95 Wall and near 21st LN",54,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00112,"Municipal Code Enforcement Closed - Resolved MC 701 NW 13Th St, Boca Raton, FL 33486 064347193000100 00 Description: Per online submitter: ""There is excessive noise coming from this construction site next to my bedroom window. I work from home and I am unable to concentrate. Everyday I finish my shift with a severe headache from this noise. It is unbearable. Please help!!!"" Submitter: Yulema Saiz 825 NW 13th Street Boca Raton FL 33486 SeeclickFix #15899440 created: 01/18/2024 11:51 AM","Municipal Code Enforcement Closed - Resolved MC 701 NW 13Th St, Boca Raton, FL 33486 064347193000100 00 Description: Per online submitter: ""There is excessive noise coming from this construction site next to my bedroom window. I work from home and I am unable to concentrate. Everyday I finish my shift with a severe headache from this noise. It is unbearable. Please help!!!"" Submitter: Yulema Saiz 825 NW 13th Street Boca Raton FL 33486 SeeclickFix #15899440 created: 01/18/2024 11:51 AM","Municipal Code Enforcement Closed - Resolved MC 701 NW 13Th St, Boca Raton, FL 33486 064347193000100 00 Description: Per online submitter: ""There is excessive noise coming from this construction site next to my bedroom window. I work from home and I am unable to concentrate. Everyday I finish my shift with a severe headache from this noise. It is unbearable. Please help!!!"" Submitter: Yulema Saiz 825 NW 13th Street Boca Raton FL 33486 SeeclickFix #15899440 created: 01/18/2024 11:51 AM","Municipal Code Enforcement Closed - Resolved MC 701 NW 13Th St, Boca Raton, FL 33486 064347193000100 00 Description: Per online submitter: ""There is excessive noise coming from this construction site next to my bedroom window. I work from home and I am unable to concentrate. Everyday I finish my shift with a severe headache from this noise. It is unbearable. Please help!!!"" Submitter: Yulema Saiz 825 NW 13th Street Boca Raton FL 33486 SeeclickFix #15899440 created: 01/18/2024 11:51 AM","Municipal Code Enforcement Closed - Resolved MC 701 NW 13Th St, Boca Raton, FL 33486 064347193000100 00 Description: Per online submitter: ""There is excessive noise coming from this construction site next to my bedroom window. I work from home and I am unable to concentrate. Everyday I finish my shift with a severe headache from this noise. It is unbearable. Please help!!!"" Submitter: Yulema Saiz 825 NW 13th Street Boca Raton FL 33486 SeeclickFix #15899440 created: 01/18/2024 11:51 AM","Municipal Code Enforcement Closed - Resolved MC 701 NW 13Th St, Boca Raton, FL 33486 064347193000100 00 Description: Per online submitter: ""There is excessive noise coming from this construction site next to my bedroom window. I work from home and I am unable to concentrate. Everyday I finish my shift with a severe headache from this noise. It is unbearable. Please help!!!"" Submitter: Yulema Saiz 825 NW 13th Street Boca Raton FL 33486 SeeclickFix #15899440 created: 01/18/2024 11:51 AM",Derek Corcoran,01/18/2024,06/27/2024,,,,,,,"Municipal Code Enforcement Closed - Resolved MC 701 NW 13Th St, Boca Raton, FL 33486 064347193000100 00 Description: Per online submitter: ""There is excessive noise coming from this construction site next to my bedroom window. I work from home and I am unable to concentrate. Everyday I finish my shift with a severe headache from this noise. It is unbearable. Please help!!!"" Submitter: Yulema Saiz 825 NW 13th Street Boca Raton FL 33486 SeeclickFix #15899440 created: 01/18/2024 11:51 AM",,54,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00112,"Municipal Code Enforcement Closed - Resolved MC 701 NW 13Th St, Boca Raton, FL 33486 064347193000100 00 Description: Per online submitter: ""There is excessive noise coming from this construction site next to my bedroom window. I work from home and I am unable to concentrate. Everyday I finish my shift with a severe headache from this noise. It is unbearable. Please help!!!"" Submitter: Yulema Saiz 825 NW 13th Street Boca Raton FL 33486 SeeclickFix #15899440 created: 01/18/2024 11:51 AM","Municipal Code Enforcement Closed - Resolved MC 701 NW 13Th St, Boca Raton, FL 33486 064347193000100 00 Description: Per online submitter: ""There is excessive noise coming from this construction site next to my bedroom window. I work from home and I am unable to concentrate. Everyday I finish my shift with a severe headache from this noise. It is unbearable. Please help!!!"" Submitter: Yulema Saiz 825 NW 13th Street Boca Raton FL 33486 SeeclickFix #15899440 created: 01/18/2024 11:51 AM","Municipal Code Enforcement Closed - Resolved MC 701 NW 13Th St, Boca Raton, FL 33486 064347193000100 00 Description: Per online submitter: ""There is excessive noise coming from this construction site next to my bedroom window. I work from home and I am unable to concentrate. Everyday I finish my shift with a severe headache from this noise. It is unbearable. Please help!!!"" Submitter: Yulema Saiz 825 NW 13th Street Boca Raton FL 33486 SeeclickFix #15899440 created: 01/18/2024 11:51 AM","Municipal Code Enforcement Closed - Resolved MC 701 NW 13Th St, Boca Raton, FL 33486 064347193000100 00 Description: Per online submitter: ""There is excessive noise coming from this construction site next to my bedroom window. I work from home and I am unable to concentrate. Everyday I finish my shift with a severe headache from this noise. It is unbearable. Please help!!!"" Submitter: Yulema Saiz 825 NW 13th Street Boca Raton FL 33486 SeeclickFix #15899440 created: 01/18/2024 11:51 AM","Municipal Code Enforcement Closed - Resolved MC 701 NW 13Th St, Boca Raton, FL 33486 064347193000100 00 Description: Per online submitter: ""There is excessive noise coming from this construction site next to my bedroom window. I work from home and I am unable to concentrate. Everyday I finish my shift with a severe headache from this noise. It is unbearable. Please help!!!"" Submitter: Yulema Saiz 825 NW 13th Street Boca Raton FL 33486 SeeclickFix #15899440 created: 01/18/2024 11:51 AM","Municipal Code Enforcement Closed - Resolved MC 701 NW 13Th St, Boca Raton, FL 33486 064347193000100 00 Description: Per online submitter: ""There is excessive noise coming from this construction site next to my bedroom window. I work from home and I am unable to concentrate. Everyday I finish my shift with a severe headache from this noise. It is unbearable. Please help!!!"" Submitter: Yulema Saiz 825 NW 13th Street Boca Raton FL 33486 SeeclickFix #15899440 created: 01/18/2024 11:51 AM",Derek Corcoran,01/18/2024,,,,,,,,"Municipal Code Enforcement Closed - Resolved MC 701 NW 13Th St, Boca Raton, FL 33486 064347193000100 00 Description: Per online submitter: ""There is excessive noise coming from this construction site next to my bedroom window. I work from home and I am unable to concentrate. Everyday I finish my shift with a severe headache from this noise. It is unbearable. Please help!!!"" Submitter: Yulema Saiz 825 NW 13th Street Boca Raton FL 33486 SeeclickFix #15899440 created: 01/18/2024 11:51 AM",,54,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00114,Municipal Code Enforcement,Closed - Resolved,,B4,"1600 N Federal Hwy, Boca Raton, FL 33432",064347170000050 80,Steven Singer,01/18/2024,01/22/2024,,,,,,,Closed - Resolved,,54,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
narrative,CODE-2024-00114,,,,,"1600 N Federal Hwy, Boca Raton, FL 33432",064347170000050 80,Steven Singer,01/18/2024,01/22/2024,,,,,,Litter around the bus shelter and in the bushes. Pictures taken. Will contact owner.,Closed - Resolved,,54,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00115,Municipal Code Enforcement,Closed - Resolved,,PT,"5555 N Dixie Hwy, Boca Raton, FL 33487",064347050100401 31,Therese Smyack,01/18/2024,01/22/2024,,,,,,,Closed - Resolved,,54,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
violation_item,CODE-2024-00115,,,,,"5555 N Dixie Hwy, Boca Raton, FL 33487",064347050100401 31,Therese Smyack,01/18/2024,01/22/2024,,,,IPMC 302.1,-,,Closed - Resolved,In Violation,54,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
violation_item,CODE-2024-00115,,,,,"5555 N Dixie Hwy, Boca Raton, FL 33487",064347050100401 31,Therese Smyack,01/18/2024,01/22/2024,,,,,SANITATION. AL EXTERIOR PROPERTY,,Closed - Resolved,L,54,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
narrative,CODE-2024-00115,,,,,"5555 N Dixie Hwy, Boca Raton, FL 33487",064347050100401 31,Therese Smyack,01/18/2024,01/22/2024,,,,,,Target inspection: Veg. is excessive.,Closed - Resolved,,54,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00117,Municipal Code Enforcement Description: Targ,Closed - Resolved et Inspection: Banner sign on fence.,Closed - Resolved et Inspection: Banner sign on fence.,B4,"7000 N Dixie Hwy, Boca Raton, FL 33487",064346321200600 20,Therese Smyack,01/18/2024,01/23/2024,,,,,,,Closed - Resolved et Inspection: Banner sign on fence.,,54,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00118,Municipal Code Enforcement SEC. 10-27(2),Closed - Resolved In Violation,01/18/2024,PT 01/30/2024,"5901 N Dixie Hwy, Boca Raton, FL 33487 064347050000010 10 $0.00","5901 N Dixie Hwy, Boca Raton, FL 33487 064347050000010 10 $0.00",Therese Smyack,01/18/2024,05/15/2024,,,,,,,Closed - Resolved In Violation,,54,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
